geo_point_2d;geo_shape;mode;extcode
-5.982202468136144, -1.3607676925529162;"{""coordinates"": [[-1.360769297835132, -5.982173340529155, -1.135282218e-06], [-1.360766087270701, -5.982231595743133, -1.133419573e-06]], ""type"": ""LineString""}";METRO;100110007:7
-5.981436153029812, -1.3610350079553613;"{""coordinates"": [[-1.361014668746724, -5.981434999521831, -1.134350896e-06], [-1.36103608714965, -5.981436182380067, -1.135282218e-06], [-1.361051368501745, -5.9814370270759, -1.135282218e-06], [-1.361051846678202, -5.981437071082436, -1.133419573e-06], [-1.361052090473076, -5.98143710440339, -1.134350896e-06], [-1.361052340302515, -5.981437145683963, -1.135282218e-06], [-1.361052592243889, -5.981437196994757, -1.134350896e-06], [-1.361052847182477, -5.981437256097071, -1.134350896e-06], [-1.361053105560917, -5.981437321871527, -1.135282218e-06], [-1.361053366198225, -5.981437395015366, -1.134350896e-06], [-1.36105362618299, -5.981437473079728, -1.133419573e-06], [-1.361053889798365, -5.981437561258353, -1.135282218e-06], [-1.361054151685161, -5.98143765315411, -1.136213541e-06], [-1.361054414670827, -5.981437752736322, -1.135282218e-06], [-1.361054676940979, -5.981437858379412, -1.133419573e-06], [-1.361054937778261, -5.981437969281115, -1.133419573e-06], [-1.361055197161682, -5.981438085821565, -1.136213541e-06]], ""type"": ""LineString""}";METRO;100110007:7
-5.982747464143667, -1.36025363159264;"{""coordinates"": [[-1.359785418743591, -5.983420121581468, -1.135282218e-06], [-1.359790585704356, -5.983420645788317, -1.136213541e-06], [-1.359795056916682, -5.983420238563059, -1.135282218e-06], [-1.3597979788109, -5.983419482149206, -1.136213541e-06], [-1.359804072937629, -5.983417594279385, -1.135282218e-06], [-1.359806468927843, -5.983416913613969, -1.135282218e-06], [-1.359808825972725, -5.983416124419373, -1.135282218e-06], [-1.359811141836296, -5.983415225809332, -1.136213541e-06], [-1.359813407029023, -5.983414224121548, -1.134350896e-06], [-1.359815622182379, -5.983413114815726, -1.136213541e-06], [-1.35981778035953, -5.983411906277262, -1.134350896e-06], [-1.359819874051224, -5.983410596565466, -1.135282218e-06], [-1.359821902414211, -5.983409187158801, -1.135282218e-06], [-1.359823857286789, -5.983407681037016, -1.134350896e-06], [-1.359825735021202, -5.983406082192242, -1.137144864e-06], [-1.359997024798229, -5.983252403501716, -1.135282218e-06], [-1.36000026644408, -5.983249518234451, -1.135282218e-06], [-1.36000361258906, -5.983246816422025, -1.134350896e-06], [-1.360007056843824, -5.983244303429895, -1.136213541e-06], [-1.360010593049848, -5.983241980442409, -1.136213541e-06], [-1.360014217284603, -5.983239849530161, -1.135282218e-06], [-1.360017920710958, -5.983237912110493, -1.136213541e-06], [-1.360021699385393, -5.983236170634123, -1.135282218e-06], [-1.360025547782787, -5.983234628608024, -1.133419573e-06], [-1.36002946052492, -5.9832332868784, -1.137144864e-06], [-1.360033429133325, -5.983232147263699, -1.135282218e-06], [-1.360037451520804, -5.983231213079954, -1.136213541e-06], [-1.360041517310592, -5.983230486040484, -1.135282218e-06], [-1.360045625153824, -5.983229969883417, -1.134350896e-06], [-1.360049767499229, -5.983229663428324, -1.134350896e-06], [-1.360053938041375, -5.983229570520288, -1.136213541e-06], [-1.360058132815743, -5.983229693990069, -1.134350896e-06], [-1.360162466704287, -5.983235471540659, -1.135282218e-06], [-1.360165148277945, -5.983235584861305, -1.135282218e-06], [-1.36016782342205, -5.983235635297867, -1.134350896e-06], [-1.360170490743879, -5.983235620485618, -1.137144864e-06], [-1.360173148345135, -5.98323554031953, -1.133419573e-06], [-1.36017579434851, -5.983235394314426, -1.135282218e-06], [-1.360178431264734, -5.983235185278119, -1.135282218e-06], [-1.360181054579859, -5.98323491219834, -1.135282218e-06], [-1.360183665032227, -5.983234575497124, -1.135282218e-06], [-1.360186261440892, -5.983234175871702, -1.134350896e-06], [-1.360188843910789, -5.983233711421522, -1.134350896e-06], [-1.360191409933117, -5.983233186201744, -1.135282218e-06], [-1.360193958115157, -5.983232597847636, -1.135282218e-06], [-1.360196489490966, -5.983231948322776, -1.134350896e-06], [-1.360199003364187, -5.983231236444818, -1.136213541e-06], [-1.360201497056214, -5.983230462446785, -1.134350896e-06], [-1.360203970061481, -5.983229628588347, -1.134350896e-06], [-1.360206421683627, -5.983228733687139, -1.134350896e-06], [-1.360208849223065, -5.983227778356246, -1.134350896e-06], [-1.360211254915789, -5.983226763482033, -1.134350896e-06], [-1.360213638107411, -5.983225687121873, -1.136213541e-06], [-1.360215993927226, -5.983224554725264, -1.135282218e-06], [-1.360218325051928, -5.983223359196258, -1.134350896e-06], [-1.360220628804832, -5.98322210763078, -1.136213541e-06], [-1.360222903772225, -5.983220798044284, -1.137144864e-06], [-1.360225150776392, -5.983219429338493, -1.134350896e-06], [-1.360227368214751, -5.983218002949676, -1.135282218e-06], [-1.360229555411926, -5.983216517315448, -1.136213541e-06], [-1.36023170950044, -5.983214976089855, -1.136213541e-06], [-1.360233832758258, -5.983213379398888, -1.135282218e-06], [-1.360235922274015, -5.98321172479385, -1.136213541e-06], [-1.360237975643833, -5.98321001442926, -1.135282218e-06], [-1.360239994849962, -5.983208246889784, -1.135282218e-06], [-1.360241969370668, -5.983206433412554, -1.135282218e-06], [-1.360243893617889, -5.983204578644778, -1.135282218e-06], [-1.360245764195663, -5.983202682017211, -1.135282218e-06], [-1.360247583172096, -5.983200747457102, -1.135282218e-06], [-1.360249350610145, -5.983198773824059, -1.134350896e-06], [-1.360251063852182, -5.983196760971008, -1.134350896e-06], [-1.360252721866068, -5.983194713797357, -1.135282218e-06], [-1.360254327752045, -5.983192631330809, -1.136213541e-06], [-1.360255880075412, -5.983190511966963, -1.136213541e-06], [-1.360257375251333, -5.983188358557507, -1.136213541e-06], [-1.360258816212161, -5.983186173171106, -1.133419573e-06], [-1.360260200426183, -5.983183953380039, -1.135282218e-06], [-1.360261528822521, -5.983181703048405, -1.135282218e-06], [-1.360262800178244, -5.983179423633564, -1.136213541e-06], [-1.360264015674303, -5.983177114438429, -1.136213541e-06], [-1.360265173053717, -5.983174774956725, -1.134350896e-06], [-1.360266272148593, -5.983172408229347, -1.135282218e-06], [-1.360267314076925, -5.983170014699435, -1.133419573e-06], [-1.360268296118123, -5.983167595360266, -1.136213541e-06], [-1.360269219790829, -5.98316515029584, -1.135282218e-06], [-1.360270083830136, -5.983162681723806, -1.135282218e-06], [-1.360270887518693, -5.983160188841892, -1.135282218e-06], [-1.360271630350917, -5.98315767390976, -1.134350896e-06], [-1.360272313339869, -5.983155139271082, -1.134350896e-06], [-1.360272934860059, -5.983152579879389, -1.134350896e-06], [-1.360273494112098, -5.983150003315871, -1.134350896e-06], [-1.360273991664518, -5.98314740618049, -1.135282218e-06], [-1.360274425767823, -5.983144792570481, -1.134350896e-06], [-1.36027479688561, -5.983142160986358, -1.135282218e-06], [-1.360275106452575, -5.983139513032642, -1.135282218e-06], [-1.360275349491147, -5.983136849196358, -1.135282218e-06], [-1.360275531127698, -5.983134173192681, -1.133419573e-06], [-1.360311311883404, -5.982484648131767, -1.135282218e-06], [-1.36032024322966, -5.982322880425577, -1.134350896e-06], [-1.360320308394593, -5.982321403538357, -1.134350896e-06], [-1.36032038488651, -5.982319928421726, -1.134350896e-06], [-1.360320472894291, -5.982318451654744, -1.134350896e-06], [-1.36032057041468, -5.982316975032895, -1.135282218e-06], [-1.360320678227996, -5.982315498218104, -1.135282218e-06], [-1.360320795996545, -5.982314020429106, -1.135282218e-06], [-1.360320923699342, -5.982312542046033, -1.134350896e-06], [-1.360321061590134, -5.982311065370573, -1.134350896e-06], [-1.360321209352215, -5.982309589241393, -1.134350896e-06], [-1.360321366668882, -5.982308112497107, -1.134350896e-06], [-1.360321534616168, -5.982306636341097, -1.135282218e-06], [-1.360321712201987, -5.982305158049573, -1.133419573e-06], [-1.36032190103085, -5.982303683049133, -1.135282218e-06], [-1.360322097199273, -5.982302206167193, -1.135282218e-06], [-1.360322304715674, -5.982300730675802, -1.134350896e-06], [-1.360322522082382, -5.982299256110795, -1.135282218e-06], [-1.360322749783995, -5.982297780592588, -1.135282218e-06], [-1.360322985691337, -5.982296308197391, -1.134350896e-06], [-1.360323231996546, -5.982294833708692, -1.134350896e-06], [-1.360323489228099, -5.982293361349742, -1.134350896e-06], [-1.360323753673294, -5.982291889389974, -1.135282218e-06], [-1.360324029466472, -5.982290418820747, -1.133419573e-06], [-1.360324315489627, -5.982288949198895, -1.136213541e-06], [-1.360324609802459, -5.982287481179635, -1.134350896e-06], [-1.360324912973515, -5.982286011362915, -1.136213541e-06], [-1.360325227324664, -5.982284545977649, -1.135282218e-06], [-1.360325549353068, -5.982283079492101, -1.134350896e-06], [-1.360325882181902, -5.982281617417029, -1.135282218e-06], [-1.360326223573243, -5.982280152003011, -1.135282218e-06], [-1.360326576524344, -5.982278691041462, -1.133419573e-06], [-1.360326936626132, -5.982277231619458, -1.135282218e-06], [-1.360327306599223, -5.982275772743694, -1.135282218e-06], [-1.360327684144639, -5.982274314668272, -1.135282218e-06], [-1.360328072595421, -5.982272859102699, -1.134350896e-06], [-1.360328472331233, -5.982271406068024, -1.134350896e-06], [-1.360328878099727, -5.982269954129737, -1.134350896e-06], [-1.360329294035243, -5.982268504279177, -1.136213541e-06], [-1.360329719483386, -5.98226705457378, -1.136213541e-06], [-1.360330154951649, -5.982265609616912, -1.135282218e-06], [-1.360330596895219, -5.982264164637091, -1.136213541e-06], [-1.360331049385479, -5.982262721766005, -1.135282218e-06], [-1.360331510861797, -5.982261281679864, -1.134350896e-06], [-1.36033198098648, -5.982259843597446, -1.136213541e-06], [-1.360332460856552, -5.982258408341955, -1.134350896e-06], [-1.360332948932368, -5.982256976209477, -1.134350896e-06], [-1.360333446204107, -5.982255543060814, -1.134350896e-06], [-1.360333951914349, -5.982254115716991, -1.135282218e-06], [-1.360334465935267, -5.982252689595608, -1.133419573e-06], [-1.360334988900274, -5.982251267019413, -1.135282218e-06], [-1.360335521757576, -5.982249844609344, -1.133419573e-06], [-1.360336062757665, -5.982248426462669, -1.135282218e-06], [-1.360336612659869, -5.982247012621371, -1.135282218e-06], [-1.360337170830779, -5.98224560076279, -1.134350896e-06], [-1.360337738134658, -5.982244189028319, -1.134350896e-06], [-1.360338313434416, -5.982242784218026, -1.134350896e-06], [-1.36033889672815, -5.982241379468852, -1.135282218e-06], [-1.360339489282679, -5.982239979426198, -1.135282218e-06], [-1.360340090443608, -5.982238582147447, -1.134350896e-06], [-1.360340701792557, -5.982237186576362, -1.135282218e-06], [-1.360341318479732, -5.982235797782352, -1.135282218e-06], [-1.360341945881498, -5.98223440805617, -1.134350896e-06], [-1.360342579760488, -5.982233025170157, -1.135282218e-06], [-1.360343222604557, -5.982231645449187, -1.135282218e-06], [-1.36034387527797, -5.982230267034712, -1.135282218e-06], [-1.36034453493419, -5.98222889320067, -1.134350896e-06], [-1.360345202374523, -5.982227523228939, -1.135282218e-06], [-1.360345879159602, -5.982226156443248, -1.134350896e-06], [-1.360346563265183, -5.98222479501926, -1.135282218e-06], [-1.360347255893219, -5.982223437879668, -1.135282218e-06], [-1.360347957190619, -5.982222082363648, -1.134350896e-06], [-1.360348665808521, -5.982220732209345, -1.136213541e-06], [-1.36034938149318, -5.982219385115037, -1.134350896e-06], [-1.36035010837894, -5.982218042072085, -1.134350896e-06], [-1.360350839969519, -5.982216703483551, -1.134350896e-06], [-1.360351582318575, -5.98221537006568, -1.132488251e-06], [-1.360352330975058, -5.982214039665816, -1.134350896e-06], [-1.360353086551394, -5.982212714986737, -1.135282218e-06], [-1.360353850755121, -5.982211392691496, -1.134350896e-06], [-1.360354623714067, -5.982210077362458, -1.135282218e-06], [-1.360355404878768, -5.982208765156472, -1.134350896e-06], [-1.360356192224977, -5.98220745824915, -1.135282218e-06], [-1.360356987797928, -5.982206154084762, -1.134350896e-06], [-1.360357792063139, -5.982204858026924, -1.134350896e-06], [-1.360358603395109, -5.982203565029081, -1.134350896e-06], [-1.360359421751866, -5.982202275851507, -1.136213541e-06], [-1.360360248863842, -5.982200993640147, -1.132488251e-06], [-1.360361083443233, -5.982199714129665, -1.134350896e-06], [-1.360361923423814, -5.982198440255953, -1.135282218e-06], [-1.360362774859248, -5.982197172735322, -1.135282218e-06], [-1.360363630619839, -5.98219590964809, -1.135282218e-06], [-1.360364493700936, -5.98219465192255, -1.133419573e-06], [-1.360365365241536, -5.982193399621777, -1.136213541e-06], [-1.360366245241639, -5.982192152745759, -1.135282218e-06], [-1.360367131043587, -5.982190911147373, -1.135282218e-06], [-1.360368025684703, -5.982189674994784, -1.134350896e-06], [-1.360368926949957, -5.982188443021533, -1.135282218e-06], [-1.360369835705516, -5.982187220232135, -1.133419573e-06], [-1.360370750409829, -5.982186000059632, -1.135282218e-06], [-1.360371672413663, -5.982184785628947, -1.134350896e-06], [-1.36037260357337, -5.982183577805407, -1.136213541e-06], [-1.360373541231295, -5.982182376441863, -1.133419573e-06], [-1.360374484290414, -5.982181180715105, -1.135282218e-06], [-1.360375436125744, -5.982179991574474, -1.134350896e-06], [-1.360376394901915, -5.982178807774541, -1.136213541e-06], [-1.360377359416974, -5.982177630392635, -1.134350896e-06], [-1.360378332771202, -5.982176458456501, -1.134350896e-06], [-1.360379311843331, -5.982175293318498, -1.134350896e-06], [-1.360380299374964, -5.982174133605249, -1.135282218e-06], [-1.360381292561537, -5.982172981830475, -1.134350896e-06], [-1.360382293005659, -5.982171836557795, -1.134350896e-06], [-1.360383299251628, -5.982170696562764, -1.135282218e-06], [-1.360384313894141, -5.982169563132828, -1.134350896e-06], [-1.360385334550274, -5.982168438042552, -1.135282218e-06], [-1.360386362168236, -5.982167317912819, -1.136213541e-06], [-1.360387395820803, -5.982166205742628, -1.134350896e-06], [-1.360388436414216, -5.982165098913123, -1.135282218e-06], [-1.360389484202215, -5.982163999726033, -1.135282218e-06], [-1.360390537708115, -5.982162907337098, -1.135282218e-06], [-1.360391598387616, -5.982161822970694, -1.134350896e-06], [-1.360392666387626, -5.982160743966016, -1.134350896e-06], [-1.360393739979616, -5.982159674040169, -1.134350896e-06], [-1.360394820829153, -5.982158610616407, -1.135282218e-06], [-1.360395907396592, -5.982157553990774, -1.134350896e-06], [-1.360396999639956, -5.982156504923564, -1.135282218e-06], [-1.360398100659531, -5.982155462442418, -1.135282218e-06], [-1.360399206870431, -5.982154429399236, -1.133419573e-06], [-1.36040031957955, -5.982153402816119, -1.134350896e-06], [-1.360401438723925, -5.982152383833382, -1.134350896e-06], [-1.360624236954423, -5.98195273153175, -1.136213541e-06]], ""type"": ""LineString""}";TRAIN;800:R
-5.983346095620834, -1.3597747444795858;"{""coordinates"": [[-1.359786875936642, -5.983398560973547, -1.135282218e-06], [-1.359788453031293, -5.983369495979309, -1.135282218e-06], [-1.35978853838407, -5.983366659861106, -1.137144864e-06], [-1.35978847907523, -5.983363850433504, -1.135282218e-06], [-1.35978828149798, -5.983361076056913, -1.134350896e-06], [-1.359787947191929, -5.983358336435303, -1.135282218e-06], [-1.359787479533987, -5.98335563938091, -1.135282218e-06], [-1.359786883839384, -5.983352985187864, -1.135282218e-06], [-1.359786160193993, -5.983350379198707, -1.137144864e-06], [-1.359785313048806, -5.983347823566101, -1.135282218e-06], [-1.359784344450952, -5.983345322597308, -1.137144864e-06], [-1.359783260835612, -5.983342883892527, -1.136213541e-06], [-1.359782064753524, -5.98334050263644, -1.135282218e-06], [-1.359780756038769, -5.983338188732897, -1.134350896e-06], [-1.359779341294397, -5.983335946741252, -1.134350896e-06], [-1.359777823979314, -5.983333776090313, -1.136213541e-06], [-1.359776204917738, -5.98333168254485, -1.134350896e-06], [-1.359774489299008, -5.983329668679607, -1.135282218e-06], [-1.359772679065343, -5.98332774070237, -1.135282218e-06], [-1.359770779131338, -5.983325899266384, -1.135282218e-06], [-1.359768791860846, -5.98332414984027, -1.134350896e-06], [-1.359766719405927, -5.983322494830717, -1.136213541e-06], [-1.359764566450359, -5.983320939072151, -1.134350896e-06], [-1.359762335525867, -5.983319484992319, -1.135282218e-06], [-1.359760031653926, -5.983318138206847, -1.137144864e-06], [-1.359757655405012, -5.983316902178758, -1.134350896e-06], [-1.359755211693728, -5.983315777561312, -1.135282218e-06], [-1.359752703980947, -5.983314770646312, -1.135282218e-06], [-1.359750134798398, -5.983313883861497, -1.136213541e-06], [-1.359747506530926, -5.983313122295314, -1.136213541e-06], [-1.359744824789511, -5.983312487783409, -1.136213541e-06], [-1.359742090039715, -5.983311985689251, -1.134350896e-06], [-1.359739308567907, -5.983311619410913, -1.135282218e-06], [-1.359736482568127, -5.983311390594875, -1.135282218e-06]], ""type"": ""LineString""}";TRAIN;800:R
-5.9815501551424095, -1.3616402586872014;"{""coordinates"": [[-1.361680396326384, -5.981536008934813, -1.135282218e-06], [-1.361600121048019, -5.981564301350006, -1.136213541e-06]], ""type"": ""LineString""}";METRO;100110001:1
-5.981581245665926, -1.3615520428702754;"{""coordinates"": [[-1.361600121048019, -5.981564301350006, -1.136213541e-06], [-1.361503964692532, -5.981598189981845, -1.133419573e-06]], ""type"": ""LineString""}";METRO;100110001:1
-5.982357808940459, -1.3605768417941317;"{""coordinates"": [[-1.360578981524536, -5.982318986735145, -1.135282218e-06], [-1.360574702063727, -5.982396631145773, -1.134350896e-06]], ""type"": ""LineString""}";METRO;100110007:7
-5.981876702087443, -1.3608229721055807;"{""coordinates"": [[-1.360824573326412, -5.981823397447092, -1.135282218e-06], [-1.360803886601691, -5.981841960382467, -1.136213541e-06], [-1.360802393212928, -5.981845094572994, -1.134350896e-06], [-1.360803532476387, -5.981848373712886, -1.134350896e-06], [-1.360831631705765, -5.981879756361851, -1.134350896e-06], [-1.36083369841058, -5.981883481455991, -1.134350896e-06], [-1.360834411330907, -5.981887681423422, -1.134350896e-06], [-1.360831554435213, -5.98193953077706, -1.135282218e-06]], ""type"": ""LineString""}";METRO;100110007:7
